Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HSIC,"Henry Schein, Inc.",67.5,10062527738,n/a,1995,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hsic
ZBRA,Zebra Technologies Corporation,185.05,9988408876,n/a,1991,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/zbra
VMBS,Vanguard Mortgage-Backed Securities ETF,52.91,9987309854,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vmbs
OLED,Universal Display Corporation,211.04,9963068821,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/oled
DBX,"Dropbox, Inc.",24.23,9962863536,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx
UBNT,"Ubiquiti Networks, Inc.",136.18,9611762796,n/a,2011,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt
SCZ,iShares MSCI EAFE Small-Cap ETF,57.72,9569976000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/scz
MYL,Mylan N.V.,18.34,9453684019,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl
AGNC,AGNC Investment Corp.,17.54,9408673566,n/a,2008,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc
AZPN,"Aspen Technology, Inc.",135.15,9320494466,n/a,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
SNY,Sanofi,42.61,9249314266,217069098,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sny
SAGE,"Sage Therapeutics, Inc.",180.11,9212211887,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage
DOCU,"DocuSign, Inc.",52.94,9200972000,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu
CACC,Credit Acceptance Corporation,485,9116566825,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc
QGEN,Qiagen N.V.,39.82,9037786120,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/qgen
FWONK,Liberty Media Corporation,38.86,8981649469,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk
IONS,"Ionis Pharmaceuticals, Inc.",63.96,8975058696,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions
AGNCB,AGNC Investment Corp.,25.79,8934947641,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb
FFIV,"F5 Networks, Inc.",147.64,8813404643,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
SEIC,SEI Investments Company,57.75,8808040568,n/a,1981,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic
DOX,Amdocs Limited,63.71,8736616010,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dox
QRVO,"Qorvo, Inc.",73.89,8722932623,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/qrvo
COUP,Coupa Software Incorporated,141.03,8711534091,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup
ON,ON Semiconductor Corporation,20.99,8656564592,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/on
MDB,"MongoDB, Inc.",155.97,8629611568,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb
EEFT,"Euronet Worldwide, Inc.",165.36,8592772166,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft
FWONA,Liberty Media Corporation,36.79,8503213689,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona
ICLR,ICON plc,154.44,8336110119,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iclr
CY,Cypress Semiconductor Corporation,22.51,8309133903,n/a,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy
MASI,Masimo Corporation,155,8270187440,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
TER,"Teradyne, Inc.",48.09,8242404882,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter
ALNY,"Alnylam Pharmaceuticals, Inc.",76.9,8192678228,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny
GH,"Guardant Health, Inc.",93.67,8159843705,n/a,2018,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/gh
ETSY,"Etsy, Inc.",67.82,8150905059,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy
LKQ,LKQ Corporation,25.85,8116748933,n/a,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq
GLPI,"Gaming and Leisure Properties, Inc.",37.66,8084069690,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/glpi
CG,The Carlyle Group L.P.,24,8080699968,n/a,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg
NDSN,Nordson Corporation,140.19,8053951529,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ndsn
LAMR,Lamar Advertising Company,79.99,7998038040,n/a,1996,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr
NWS,News Corporation,13.66,7993312428,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nws
CZR,Caesars Entertainment Corporation,11.84,7978803254,n/a,2012,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/czr
BPY,Brookfield Property Partners L.P.,18.91,7974138971,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/bpy
TECH,Bio-Techne Corp,208.02,7878290079,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech
NWSA,News Corporation,13.38,7829467078,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nwsa
NBIX,"Neurocrine Biosciences, Inc.",85.71,7824202170,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nbix
ZION,Zions Bancorporation N.A.,42.83,7819273041,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/zion
ARCC,Ares Capital Corporation,18.17,7745838294,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
RGLD,"Royal Gold, Inc.",118.16,7741803498,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rgld
BLUE,"bluebird bio, Inc.",140.34,7735997747,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/blue
BRKR,Bruker Corporation,48.92,7671466947,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/brkr
MIDD,The Middleby Corporation,137.71,7666557519,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd
JAZZ,Jazz Pharmaceuticals plc,133.52,7615386903,n/a,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz
CGNX,Cognex Corporation,43.83,7518451150,n/a,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx
POOL,Pool Corporation,188.26,7487605113,n/a,1995,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/pool
IPGP,IPG Photonics Corporation,140.49,7466177098,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp
UHAL,Amerco,379.7,7445077104,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal
FLIR,"FLIR Systems, Inc.",54.7,7426130201,n/a,1993,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flir
WWD,"Woodward, Inc.",119.13,7399945555,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wwd
IEI,iShares 3-7 Year Treasury Bond ETF,125.32,7381348000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iei
WIX,Wix.com Ltd.,146.1,7284931266,n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wix
PODD,Insulet Corporation,121.75,7265460714,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/podd
VOD,Vodafone Group Plc,16.2,7230441883,446323573,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vod
LPLA,LPL Financial Holdings Inc.,85.97,7172867146,n/a,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
COLM,Columbia Sportswear Company,104.96,7168897940,n/a,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm
IBB,iShares Nasdaq Biotechnology Index Fund,105.39,7155981000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibb
STLD,"Steel Dynamics, Inc.",32.1,7134069058,n/a,1996,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/stld
FSLR,"First Solar, Inc.",66.4,6995451484,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr
PFPT,"Proofpoint, Inc.",125.1,6964923110,n/a,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/pfpt
ESLT,Elbit Systems Ltd.,156.99,6933008550,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
ANGI,ANGI Homeservices Inc.,13.67,6924175466,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi
EWBC,"East West Bancorp, Inc.",47.47,6909116090,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc
SBNY,Signature Bank,125.22,6899098831,n/a,2004,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny
FIVE,"Five Below, Inc.",122.7,6866397031,n/a,2012,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/five
LOGI,Logitech International S.A.,41.04,6837204328,n/a,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
CONE,CyrusOne Inc,60.17,6809617785,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone
HDS,"HD Supply Holdings, Inc.",39.76,6792607107,n/a,2013,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/hds
IGIB,iShares Intermediate-Term Corporate Bond ETF,56.92,6790556000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igib
MSG,The Madison Square Garden Company,284.61,6761909531,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg
PPC,Pilgrim&#39;s Pride Corporation,27.1,6759276987,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/ppc
IUSG,iShares Core S&P U.S. Growth ETF,64.16,6759256000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusg
GNTX,Gentex Corporation,26.44,6757579302,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/gntx
GLIBA,"GCI Liberty, Inc.",63.43,6693131443,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/gliba
NVCR,NovoCure Limited,69.5,6655769943,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcr
PRAH,"PRA Health Sciences, Inc.",100.94,6627973961,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/prah
DNKN,"Dunkin&#39; Brands Group, Inc.",79.88,6601719984,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn
RYAAY,Ryanair Holdings plc,65.33,6586948011,100825777,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay
MORN,"Morningstar, Inc.",154.11,6573671930,n/a,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn
PBCT,"People&#39;s United Financial, Inc.",16.33,6508179462,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbct
CBSH,"Commerce Bancshares, Inc.",59.1,6496723820,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh
CREE,"Cree, Inc.",61.39,6461189699,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree
SABR,Sabre Corporation,23.42,6433740660,n/a,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sabr
TRIP,"TripAdvisor, Inc.",46.03,6399505653,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip
MPWR,"Monolithic Power Systems, Inc.",146.69,6316031330,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr
CDK,"CDK Global, Inc.",51.88,6310349560,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk
EXEL,"Exelixis, Inc.",20.91,6309955414,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.39,6216741674,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtip
MLNX,"Mellanox Technologies, Ltd.",113.29,6207707197,n/a,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
NICE,NICE Ltd,147.86,6204517732,41962111,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice
LOPE,"Grand Canyon Education, Inc.",126.83,6119320728,n/a,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lope
NWL,Newell Brands Inc.,14.28,6041868000,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/nwl
PEGA,Pegasystems Inc.,76.18,6011218525,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/pega
MLCO,Melco Resorts & Entertainment Limited,24.84,6004736001,241736554,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
RP,"RealPage, Inc.",63.42,5999112604,n/a,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rp
CASY,"Caseys General Stores, Inc.",162.65,5979605070,n/a,1983,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/casy
AMRN,Amarin Corporation plc,18.01,5899530657,327569720,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn
NATI,National Instruments Corporation,44.57,5877275331,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati
ZNGA,Zynga Inc.,6.25,5845517388,n/a,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/znga
VNQI,Vanguard Global ex-U.S. Real Estate ETF,59.4,5825319390,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vnqi
IUSV,iShares Core S&P U.S. Value ETF,57.78,5812668000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusv
JBLU,JetBlue Airways Corporation,19.28,5802254400,n/a,2002,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/jblu
QRTEA,"Qurate Retail, Inc.",13.41,5761568724,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qrtea
MOMO,Momo Inc.,35.97,5733325096,159391857,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo
MDSO,"Medidata Solutions, Inc.",90.89,5676018059,n/a,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
IQ,"iQIYI, Inc.",18.97,5648428133,297755832,2018,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/iq
NKTR,Nektar Therapeutics,32.09,5593511470,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nktr
PCTY,Paylocity Holding Corporation,105.06,5565429214,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pcty
LECO,"Lincoln Electric Holdings, Inc.",88.59,5563428789,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco
BOKF,BOK Financial Corporation,77.56,5541660604,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bokf
NTRSP,Northern Trust Corporation,25.37,5522455063,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrsp
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",86.48,5490087499,n/a,2015,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/olli
IJT,iShares S&P Small-Cap 600 Growth ETF,182.37,5425507500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ijt
TREE,"LendingTree, Inc.",420.23,5412204784,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree
QRTEB,"Qurate Retail, Inc.",12.57,5400665090,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qrteb
ENTG,"Entegris, Inc.",39.72,5382601622,n/a,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg
TIGO,Millicom International Cellular S.A.,52.85,5344328300,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tigo
CYBR,CyberArk Software Ltd.,141.13,5326331866,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr
PDD,Pinduoduo Inc.,20.99,5325992861,253739536,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pdd
ASND,Ascendis Pharma A/S,116.83,5266032455,45074317,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
BPOP,"Popular, Inc.",54.37,5254702120,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpop
ICUI,"ICU Medical, Inc.",252.89,5213177386,n/a,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/icui
FCNCA,"First Citizens BancShares, Inc.",457.78,5208760463,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca
FLEX,Flex Ltd.,10.1,5190653539,n/a,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex
CRON,Cronos Group Inc.,15.37,5166455477,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron
SYNH,"Syneos Health, Inc.",49.63,5149380055,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/synh
VGSH,Vanguard Short-Term Treasury ETF,60.81,5086022767,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgsh
BGNE,"BeiGene, Ltd.",129.09,5085772284,39397105,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne
TFSL,TFS Financial Corporation,18.15,5081823818,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tfsl
VSAT,"ViaSat, Inc.",82.56,5059032340,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vsat
HQY,"HealthEquity, Inc.",79.67,4997283223,n/a,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/hqy
ADPT,Adaptive Biotechnologies Corporation,40.38,4975794407,n/a,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adpt
SBGI,"Sinclair Broadcast Group, Inc.",54.3,4960522743,n/a,1995,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sbgi
BPMC,Blueprint Medicines Corporation,100.81,4924964986,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmc
HTHT,Huazhu Group Limited,33.4,4869984328,145807914,2010,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/htht
NUAN,"Nuance Communications, Inc.",16.5,4787527124,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan
CHDN,"Churchill Downs, Incorporated",118.72,4772487845,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/chdn
AVT,"Avnet, Inc.",44.62,4742938764,n/a,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/avt
IART,Integra LifeSciences Holdings Corporation,55.48,4742252919,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/iart
GWPH,GW Pharmaceuticals Plc,161.43,4722268688,29252733,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gwph
MANH,"Manhattan Associates, Inc.",72.83,4704417872,n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh
